name,matric_no,department,level,attendance,study_hours,ca1,ca2,assignment_score,num_courses,exam_score,gpa_sem1,gpa_sem2,cgpa,avg_course_score,at_risk
Kemi Olawale,20230900798,Educational Management,100,43.0,5.0,36.0,71,98,8,39.63146305921032,1.0,1.0,1.0,33.582919670408664,1
Sola Ajayi,20231000799,Business Education,200,61.0,4.0,42.0,41,35,7,59.33317454706052,3.0,3.0,3.0,60.72153670664544,0
Ngozi Abdullahi,20200700800,Chemistry,200,65.0,2.0,95.0,52,94,6,100.0,5.0,5.0,5.0,103.7669557555613,0
Chioma Eze,20180800801,Mathematics,100,88.0,2.0,33.0,43,54,6,60.5826604001812,3.0,4.0,3.5,62.224973714427854,0
Kemi Olawale,20210100802,Physics,400,82.0,4.0,39.0,54,30,8,42.92783202749882,2.0,0.0,1.0,38.92940809102833,1
Kemi Abdullahi,20200200803,History,100,75.0,9.0,46.0,60,61,5,66.88281906109918,4.0,4.0,4.0,71.05114846165256,0
Sola Adeyemi,20231200804,Economics,100,97.0,8.0,81.0,83,32,7,85.20867608617337,5.0,5.0,5.0,87.49272177629368,0
Ade Sanni,20180200805,History,100,52.0,3.0,35.0,34,78,8,43.73188684152042,0.0,0.0,0.0,44.7609227221608,1
Ngozi Okeke,20220200806,History,200,91.0,9.0,98.0,42,48,8,91.02896199504455,5.0,5.0,5.0,91.2940359685128,0
Ade Okeke,20220400807,Biology,400,97.0,5.0,38.0,57,89,6,62.78900294402028,3.0,3.0,3.0,68.77010914846655,0
Ade Olawale,20220200808,History,100,71.0,3.0,,72,58,7,80.16161961250387,5.0,5.0,5.0,81.49517224370273,0
Kemi Olawale,20230900809,Educational Management,200,56.0,5.0,53.0,76,79,5,77.35279750064961,5.0,5.0,5.0,76.62703852443812,0
Aisha Sanni,20221200810,Economics,300,80.0,4.0,33.0,67,31,6,37.48112157176816,0.0,0.0,0.0,35.04698606908148,1
Sola Ogunleye,20191200811,Economics,300,75.0,8.0,53.0,96,85,8,78.24176683084752,5.0,5.0,5.0,80.51435424847337,0
Tunde Abdullahi,20210300812,Computer Science,100,94.0,5.0,88.0,91,46,6,84.29309392221708,5.0,5.0,5.0,87.25179410804388,0
Ibrahim Sanni,20210700813,Chemistry,300,,,,68,89,6,66.22443781569592,5.0,4.0,4.5,66.393984479147,0
Yusuf Okeke,20230400814,Biology,400,85.0,9.0,97.0,66,65,9,61.39830357004174,4.0,3.0,3.5,59.72496813050351,0
Tunde Sanni,20190200815,History,300,58.0,4.0,69.0,37,90,6,37.44400069759169,1.0,1.0,1.0,41.43417049222784,1
Ibrahim Olawale,20201500816,Geography,300,97.0,7.0,77.0,81,46,6,87.70352071147411,5.0,5.0,5.0,85.04127445838361,0
Ngozi Balogun,20200100817,Physics,400,99.0,2.0,83.0,62,78,7,87.12988124768435,5.0,5.0,5.0,93.03821739168028,0
Sola Ajayi,20220500818,English Language,100,74.0,6.0,64.0,71,89,6,82.79766378007326,5.0,5.0,5.0,80.59406232502917,0
Sola Ajayi,20180600819,Guidance and Counselling,100,85.0,8.0,85.0,56,49,5,62.82589745359135,3.0,4.0,3.5,58.99100341204535,0
Ibrahim Ajayi,20200300820,Computer Science,400,79.0,7.0,69.0,37,79,8,85.89456080748799,5.0,5.0,5.0,82.44346071539789,0
Tunde Eze,20181200821,Economics,400,95.0,7.0,97.0,52,32,7,74.5382777859718,5.0,5.0,5.0,71.2091153010921,0
Ngozi Okeke,20211200822,Economics,400,98.0,8.0,75.0,93,72,6,100.0,5.0,5.0,5.0,99.29021168788944,0
Aisha Ogunleye,20181400823,Political Science,300,67.0,7.0,42.0,49,86,5,43.465798677663365,0.0,3.0,1.5,42.061281130860834,1
Aisha Adeyemi,20210400824,Biology,400,,5.0,56.0,45,79,8,53.51074855069579,2.0,2.0,2.0,56.58466802518794,0
Sola Sanni,20190200825,History,200,81.0,7.0,35.0,46,97,7,59.72342789823762,3.0,2.0,2.5,62.36965234410606,0
Sola Sanni,20191100826,Early Childhood Education,300,,3.0,46.0,48,79,5,51.45910347033874,2.0,3.0,2.5,50.78857029329167,0
Chioma Ajayi,20230400827,Biology,100,87.0,,65.0,37,66,6,40.2013537796572,1.0,1.0,1.0,49.51150699695181,1
Yusuf Okeke,20231400828,Political Science,100,79.0,7.0,31.0,67,75,9,71.33899760028704,5.0,5.0,5.0,70.62871439993206,0
Sola Ogunleye,20221300829,Yoruba Education,100,72.0,9.0,81.0,67,71,9,89.0610338462869,5.0,5.0,5.0,88.75048478109831,0
Kemi Balogun,20200500830,English Language,300,51.0,2.0,,82,44,7,52.791753417765584,3.0,2.0,2.5,48.95949957336843,0
Yusuf Balogun,20220400831,Biology,200,47.0,4.0,81.0,60,62,5,56.068209623694486,3.0,3.0,3.0,55.82658864981958,0
Ibrahim Adeyemi,20211200832,Economics,400,63.0,7.0,72.0,73,40,8,45.484880066134345,1.0,2.0,1.5,46.37708214030764,1
Ngozi Ogunleye,20220900833,Educational Management,400,55.0,1.0,51.0,89,49,5,71.66912860501108,5.0,5.0,5.0,68.11646592332964,0
Emeka Ogunleye,20180800834,Mathematics,100,89.0,2.0,84.0,46,53,9,55.813375638147726,3.0,3.0,3.0,54.31730136371864,0
Chioma Okeke,20211200835,Economics,100,43.0,9.0,96.0,68,93,7,74.07970798720135,5.0,5.0,5.0,75.06074017712818,0
Sola Okeke,20230300836,Computer Science,300,77.0,7.0,89.0,71,94,6,64.12386263078102,4.0,3.0,3.5,62.54935619347871,0
Chioma Abdullahi,20190700837,Chemistry,200,83.0,7.0,87.0,77,46,5,100.0,5.0,5.0,5.0,97.79752248288716,0
Emeka Eze,20231300838,Yoruba Education,400,66.0,6.0,41.0,41,90,9,60.04674149669236,4.0,3.0,3.5,62.39314053930418,0
Kemi Balogun,20201400839,Political Science,300,48.0,3.0,98.0,47,44,8,77.85923451978437,5.0,5.0,5.0,74.01289308638518,0
Yusuf Balogun,20210100840,Physics,400,86.0,3.0,68.0,35,80,7,66.57690466599486,5.0,4.0,4.5,63.31313753021389,0
Chioma Abdullahi,20210600841,Guidance and Counselling,100,55.0,2.0,42.0,72,56,6,56.18882442338739,3.0,3.0,3.0,56.72096244514022,0
Ade Ogunleye,20180100842,Physics,400,95.0,6.0,70.0,64,90,5,71.74525520570094,4.0,4.0,4.0,74.28373299392179,0
Ade Nwosu,20201100843,Early Childhood Education,200,51.0,4.0,86.0,83,87,8,74.8106131086825,5.0,5.0,5.0,75.72718500736237,0
Yusuf Eze,20191200844,Economics,200,,5.0,82.0,91,60,6,75.18000378687319,5.0,5.0,5.0,74.50834202080455,0
Aisha Nwosu,20210300845,Computer Science,100,63.0,3.0,41.0,98,41,9,44.88259180226692,2.0,3.0,2.5,43.966425944654645,0
Aisha Adeyemi,20210200846,History,200,94.0,6.0,42.0,45,75,9,47.93372309732384,2.0,3.0,2.5,50.96504874580345,0
Ngozi Okeke,20181200847,Economics,200,53.0,3.0,86.0,37,60,8,84.68604620633775,5.0,5.0,5.0,87.2630505052498,0
Ade Balogun,20220700848,Chemistry,300,84.0,8.0,69.0,60,61,9,69.75535215756457,4.0,5.0,4.5,69.90489991309329,0
Kemi Adeyemi,20190900849,Educational Management,400,64.0,9.0,74.0,39,61,7,77.83703885172456,4.0,5.0,4.5,77.004182754315,0
Yusuf Nwosu,20230500850,English Language,100,73.0,4.0,64.0,85,82,8,66.97451857700743,4.0,4.0,4.0,67.08033515494334,0
Tunde Adeyemi,20201500851,Geography,100,42.0,9.0,32.0,99,90,9,52.77892058111931,3.0,3.0,3.0,50.597328235340086,0
Tunde Okeke,20210600852,Guidance and Counselling,100,97.0,7.0,34.0,49,75,5,46.83241010362808,2.0,1.0,1.5,46.381883149443375,1
Aisha Abdullahi,20210700853,Chemistry,100,63.0,3.0,40.0,34,36,9,42.43868393672616,3.0,2.0,2.5,40.97007392075446,0
Ibrahim Sanni,20231400854,Political Science,100,93.0,7.0,85.0,52,33,7,77.13389413086406,5.0,5.0,5.0,76.83135967572869,0
Chioma Balogun,20190200855,History,200,81.0,1.0,39.0,38,81,6,44.305808814047325,1.0,1.0,1.0,42.94475600506462,1
Yusuf Abdullahi,20221400856,Political Science,300,48.0,3.0,63.0,87,60,6,53.67494379380776,3.0,3.0,3.0,55.24679941562175,0
Chioma Okeke,20211200857,Economics,100,65.0,6.0,96.0,88,65,9,82.48574031010301,5.0,5.0,5.0,84.94095650965131,0
Ngozi Nwosu,20190300858,Computer Science,300,59.0,4.0,,83,83,6,72.31804157230455,4.0,4.0,4.0,71.17889411166048,0
Ade Balogun,20230700859,Chemistry,300,79.0,,95.0,75,83,9,95.9693354976605,5.0,5.0,5.0,93.5336964910603,0
Yusuf Eze,20181000860,Business Education,200,49.0,3.0,99.0,51,46,7,77.91187666273072,5.0,5.0,5.0,80.04674186528324,0
Aisha Ogunleye,20220200861,History,100,58.0,,70.0,93,59,6,56.25647874356541,3.0,3.0,3.0,56.81075518193073,0
Yusuf Okeke,20201100862,Early Childhood Education,200,42.0,9.0,,37,51,5,85.96539519719087,5.0,5.0,5.0,84.86518696163981,0
Ibrahim Nwosu,20210300863,Computer Science,100,63.0,6.0,61.0,49,72,9,63.54770736954908,5.0,3.0,4.0,67.6743631096387,0
Emeka Abdullahi,20190900864,Educational Management,200,44.0,8.0,49.0,80,56,6,41.176926750077,0.0,0.0,0.0,39.48182396867752,1
Kemi Abdullahi,20180200865,History,300,42.0,3.0,86.0,68,66,7,92.53873223407622,5.0,5.0,5.0,86.55992328703569,0
Ngozi Ogunleye,20201400866,Political Science,100,97.0,,79.0,66,75,7,100.0,5.0,5.0,5.0,97.876121888104,0
Kemi Adeyemi,20190200867,History,400,66.0,2.0,54.0,79,64,5,64.95001472703373,4.0,4.0,4.0,69.80515015770767,0
Tunde Ogunleye,20191500868,Geography,300,55.0,4.0,41.0,63,33,7,49.20506682878979,2.0,3.0,2.5,48.25195563558937,0
Sola Olawale,20201200869,Economics,400,88.0,3.0,68.0,62,55,7,51.496109751859166,3.0,1.0,2.0,49.94979187755129,0
Kemi Ajayi,20180400870,Biology,300,54.0,1.0,46.0,60,48,6,42.77294929235995,2.0,0.0,1.0,42.85275865612064,1
Tunde Balogun,20231400871,Political Science,200,74.0,7.0,74.0,83,74,9,97.85827805360388,5.0,5.0,5.0,100.8914673172826,0
Emeka Nwosu,20181500872,Geography,100,51.0,2.0,40.0,73,55,8,46.24674204452396,1.0,2.0,1.5,45.99804207237248,1
Ade Eze,20221100873,Early Childhood Education,300,80.0,4.0,99.0,63,51,7,93.56698068344356,5.0,5.0,5.0,95.34102342916948,0
Ngozi Adeyemi,20211300874,Yoruba Education,200,92.0,9.0,52.0,91,87,7,83.04697641831748,5.0,5.0,5.0,82.47917772550706,0
Ibrahim Sanni,20200600875,Guidance and Counselling,100,83.0,,99.0,52,92,8,74.51339224375778,4.0,5.0,4.5,76.31102575719687,0
Chioma Abdullahi,20230800876,Mathematics,100,65.0,8.0,67.0,75,57,7,54.47402523154496,3.0,3.0,3.0,55.01481361324949,0
Yusuf Sanni,20200400877,Biology,300,86.0,2.0,31.0,85,94,6,56.51955983932984,3.0,3.0,3.0,55.32558451466217,0
Kemi Olawale,20201200878,Economics,100,73.0,7.0,66.0,36,73,6,68.41192952016883,5.0,4.0,4.5,69.18620544997283,0
Emeka Adeyemi,20181000879,Business Education,300,62.0,6.0,78.0,90,72,8,57.604729918616776,3.0,4.0,3.5,55.97720019547258,0
Ngozi Olawale,20210400880,Biology,100,70.0,9.0,81.0,32,66,7,58.21927750687995,4.0,4.0,4.0,54.08471245138063,0
Kemi Abdullahi,20220600881,Guidance and Counselling,400,89.0,7.0,62.0,67,95,7,90.14914765918208,5.0,5.0,5.0,90.08948427762566,0
Aisha Ajayi,20190300882,Computer Science,200,59.0,1.0,51.0,63,46,9,42.75965624706331,1.0,1.0,1.0,38.89153317339376,1
Emeka Nwosu,20191000883,Business Education,400,51.0,8.0,34.0,73,69,7,63.353916644216014,4.0,5.0,4.5,65.14620525080268,0
Emeka Olawale,20201400884,Political Science,300,62.0,3.0,47.0,59,67,6,23.95130227495423,0.0,0.0,0.0,23.83882995977977,1
Ade Eze,20211000885,Business Education,400,43.0,2.0,67.0,46,90,5,78.98440807700212,5.0,5.0,5.0,83.25428392227361,0
Ngozi Abdullahi,20230700886,Chemistry,300,62.0,3.0,66.0,88,38,5,47.09789118040205,1.0,3.0,2.0,46.10717984732931,0
Aisha Okeke,20180600887,Guidance and Counselling,100,87.0,6.0,93.0,39,90,5,57.31025861377451,3.0,3.0,3.0,57.250177023243936,0
Tunde Ajayi,20211300888,Yoruba Education,100,94.0,3.0,39.0,47,45,5,48.296653865714106,2.0,3.0,2.5,43.88777571227457,0
Emeka Adeyemi,20210200889,History,300,87.0,5.0,71.0,74,31,7,70.96428705057477,4.0,4.0,4.0,67.65200711706314,0
Yusuf Olawale,20181500890,Geography,400,40.0,6.0,77.0,88,72,7,79.58784244231711,5.0,5.0,5.0,74.55167415527153,0
Ibrahim Balogun,20200400891,Biology,100,93.0,8.0,73.0,91,71,9,65.03322850472618,4.0,4.0,4.0,68.26570993816468,0
Sola Nwosu,20210700892,Chemistry,200,64.0,,45.0,88,86,7,68.71103058056016,4.0,5.0,4.5,67.33236763557781,0
Emeka Nwosu,20190500893,English Language,100,41.0,8.0,83.0,78,96,5,62.4871579692956,3.0,4.0,3.5,66.4683972234758,0
Ade Olawale,20181000894,Business Education,200,69.0,,64.0,92,59,8,53.920220539705,3.0,3.0,3.0,45.87838713748349,0
Chioma Sanni,20230700895,Chemistry,400,42.0,4.0,57.0,61,42,8,71.46595794544356,4.0,4.0,4.0,76.11018114107588,0
Aisha Nwosu,20221100896,Early Childhood Education,200,97.0,6.0,31.0,39,48,6,60.97974781789631,4.0,3.0,3.5,60.77567914578167,0
Tunde Eze,20200100897,Physics,200,60.0,7.0,42.0,40,36,6,37.64154290689852,0.0,1.0,0.5,38.66108507379452,1
Tunde Ajayi,20180600898,Guidance and Counselling,200,64.0,9.0,70.0,99,38,7,99.7282929628191,5.0,5.0,5.0,96.5394647722696,0
Tunde Ajayi,20221500899,Geography,200,59.0,1.0,,91,83,8,57.98922294195401,3.0,3.0,3.0,59.57109269846599,0
Ibrahim Eze,20220900900,Educational Management,100,88.0,8.0,98.0,76,90,5,100.0,5.0,5.0,5.0,98.87825756183436,0
Tunde Ogunleye,20230300901,Computer Science,200,91.0,8.0,82.0,63,31,5,73.97498548853187,5.0,5.0,5.0,70.39312282239617,0
Sola Adeyemi,20211000902,Business Education,100,61.0,6.0,74.0,46,79,5,51.021072712524735,1.0,3.0,2.0,47.39807365381893,0
Ibrahim Adeyemi,20230600903,Guidance and Counselling,200,60.0,4.0,49.0,83,60,7,90.06903056506557,5.0,5.0,5.0,86.39297925531868,0
Tunde Sanni,20210900904,Educational Management,300,72.0,3.0,53.0,69,62,7,58.06330462978507,4.0,3.0,3.5,59.20402341717556,0
Ibrahim Eze,20210900905,Educational Management,400,91.0,3.0,90.0,48,40,9,78.79669875993375,5.0,5.0,5.0,76.88980391234895,0
Tunde Nwosu,20180500906,English Language,200,77.0,6.0,87.0,96,62,5,75.28956013977955,5.0,5.0,5.0,70.36927887265004,0
Ade Ogunleye,20181200907,Economics,300,54.0,8.0,56.0,82,36,5,66.33841300746629,4.0,5.0,4.5,67.4463115495794,0
Ngozi Abdullahi,20201500908,Geography,200,97.0,7.0,55.0,93,60,7,91.11905258895364,5.0,5.0,5.0,84.60086401934564,0
Emeka Abdullahi,20210700909,Chemistry,200,97.0,1.0,36.0,76,77,7,72.01591777559705,4.0,5.0,4.5,76.00313406657934,0
Tunde Olawale,20220900910,Educational Management,200,,6.0,71.0,35,76,9,58.20212743386807,4.0,4.0,4.0,64.16135916268783,0
Ibrahim Ogunleye,20190100911,Physics,300,91.0,7.0,76.0,45,82,9,77.76184793466666,5.0,5.0,5.0,73.82457690808644,0
Yusuf Sanni,20200500912,English Language,400,54.0,7.0,82.0,47,48,6,67.8057215620859,4.0,5.0,4.5,70.96307345692804,0
Tunde Okeke,20180600913,Guidance and Counselling,300,85.0,9.0,88.0,81,35,8,68.58747402844203,5.0,5.0,5.0,69.63476803565854,0
Ade Sanni,20230500914,English Language,400,64.0,5.0,67.0,77,78,5,73.11989157820757,5.0,4.0,4.5,71.61977554855973,0
Ngozi Eze,20200800915,Mathematics,200,60.0,1.0,98.0,72,79,5,76.37003240051315,5.0,5.0,5.0,75.00991513862364,0
Ade Eze,20200800916,Mathematics,100,63.0,2.0,82.0,68,41,9,89.2386834656369,5.0,5.0,5.0,91.2021184043672,0
Kemi Adeyemi,20200200917,History,200,96.0,4.0,44.0,78,52,9,45.49604096635533,1.0,0.0,0.5,45.37618857354495,1
Ade Olawale,20200500918,English Language,400,97.0,5.0,55.0,41,83,6,82.9081403067497,5.0,5.0,5.0,75.12551283482917,0
Chioma Nwosu,20191100919,Early Childhood Education,300,44.0,9.0,77.0,39,98,8,53.61567187282835,2.0,2.0,2.0,59.83471508183892,0
Emeka Ajayi,20230200920,History,200,45.0,1.0,48.0,84,88,6,64.35501929462542,3.0,4.0,3.5,65.65454185257984,0
Yusuf Okeke,20231000921,Business Education,300,88.0,3.0,38.0,30,65,8,85.41485201596628,5.0,5.0,5.0,85.25881967351513,0
Tunde Abdullahi,20230200922,History,300,82.0,5.0,93.0,78,32,5,71.93296301619516,5.0,5.0,5.0,69.77769329714063,0
Kemi Olawale,20211400923,Political Science,300,87.0,3.0,83.0,65,87,6,85.92763131225328,5.0,5.0,5.0,85.36074980125399,0
Kemi Ajayi,20220700924,Chemistry,200,83.0,4.0,80.0,50,84,9,71.12094296288103,5.0,5.0,5.0,74.9285047394346,0
Kemi Nwosu,20231400925,Political Science,300,86.0,3.0,68.0,66,86,6,85.22370577080471,5.0,5.0,5.0,86.00856107444332,0
Kemi Adeyemi,20200900926,Educational Management,300,62.0,4.0,,53,46,6,45.80243952725866,3.0,1.0,2.0,46.92856340060268,0
Tunde Abdullahi,20200600927,Guidance and Counselling,200,43.0,1.0,32.0,84,68,5,64.70587627816118,4.0,5.0,4.5,60.95836441922052,0
Aisha Abdullahi,20231000928,Business Education,300,66.0,8.0,93.0,54,97,9,63.18834744578013,4.0,3.0,3.5,62.13945661709997,0
Chioma Abdullahi,20230400929,Biology,200,57.0,4.0,58.0,36,84,9,59.45616938908706,3.0,4.0,3.5,59.60932390931711,0
Tunde Okeke,20200900930,Educational Management,400,60.0,7.0,40.0,53,74,7,55.26224440047735,3.0,4.0,3.5,57.35194343084997,0
Kemi Ogunleye,20210700931,Chemistry,400,67.0,2.0,87.0,40,30,7,58.87305497947896,3.0,3.0,3.0,57.625606349843,0
Chioma Olawale,20180800932,Mathematics,400,74.0,2.0,56.0,41,50,7,22.76057203115524,0.0,0.0,0.0,25.544178327580884,1
Ngozi Abdullahi,20181500933,Geography,300,61.0,6.0,50.0,64,50,5,61.22566089118612,3.0,3.0,3.0,57.79260126614979,0
Ibrahim Ajayi,20231100934,Early Childhood Education,100,79.0,,68.0,92,81,6,49.17723028970377,3.0,2.0,2.5,49.38583925896466,0
Emeka Olawale,20190200935,History,100,62.0,6.0,75.0,97,72,9,71.88327568636352,5.0,5.0,5.0,71.59043104966815,0
Yusuf Ogunleye,20231200936,Economics,300,42.0,2.0,95.0,86,81,9,41.35915454047052,0.0,2.0,1.0,36.81257515631376,1
Emeka Balogun,20230600937,Guidance and Counselling,100,79.0,4.0,65.0,42,96,6,75.27391788354919,5.0,5.0,5.0,75.1307934135215,0
Kemi Olawale,20180300938,Computer Science,200,89.0,7.0,94.0,52,73,9,70.69179951072421,4.0,4.0,4.0,68.9439859490258,0
Ade Olawale,20201500939,Geography,100,49.0,8.0,92.0,68,61,6,62.9032328196134,4.0,3.0,3.5,67.14455700209218,0
Chioma Abdullahi,20231400940,Political Science,300,64.0,3.0,64.0,41,39,5,61.81120188159833,3.0,5.0,4.0,60.58043377383507,0
Yusuf Balogun,20200200941,History,300,91.0,9.0,60.0,63,93,5,69.209420364097,4.0,5.0,4.5,70.26203196787515,0
Ngozi Sanni,20201000942,Business Education,200,88.0,2.0,57.0,60,98,5,24.9349441720589,0.0,0.0,0.0,21.241818223612874,1
Tunde Ajayi,20191400943,Political Science,400,,8.0,30.0,91,97,6,69.7035808865764,5.0,5.0,5.0,70.41328756681608,0
Chioma Nwosu,20200600944,Guidance and Counselling,300,94.0,8.0,54.0,42,57,6,34.90454473204218,1.0,0.0,0.5,33.659405806213535,1
Yusuf Eze,20181400945,Political Science,200,50.0,4.0,72.0,60,82,8,47.61099389561088,2.0,2.0,2.0,45.28216444370696,0
Tunde Abdullahi,20210600946,Guidance and Counselling,100,44.0,1.0,,31,80,9,52.29725222370054,3.0,1.0,2.0,60.79892891951287,0
Emeka Sanni,20211400947,Political Science,100,,1.0,92.0,44,82,9,57.411117185313714,3.0,2.0,2.5,56.35077009906411,0
Kemi Nwosu,20221500948,Geography,200,84.0,2.0,80.0,86,33,8,66.44613964737596,5.0,4.0,4.5,65.81029285940414,0
Tunde Nwosu,20230500949,English Language,200,92.0,9.0,31.0,63,46,8,50.17921792969606,3.0,3.0,3.0,52.88519828794647,0
Aisha Ogunleye,20180100950,Physics,300,94.0,2.0,93.0,97,96,5,92.8412038830146,5.0,5.0,5.0,90.5359238384366,0
Sola Okeke,20201500951,Geography,100,76.0,2.0,98.0,58,76,8,54.71986897584414,3.0,3.0,3.0,55.92968580807676,0
Emeka Ogunleye,20210500952,English Language,200,95.0,6.0,38.0,95,85,6,67.84505456275824,5.0,4.0,4.5,69.37601580009078,0
Ibrahim Nwosu,20180400953,Biology,100,98.0,,31.0,45,52,7,62.968415987648505,3.0,3.0,3.0,63.70251726703363,0
Kemi Adeyemi,20210900954,Educational Management,200,84.0,7.0,63.0,68,47,6,73.47821251024878,5.0,5.0,5.0,80.36723045803686,0
Chioma Adeyemi,20200900955,Educational Management,100,77.0,9.0,89.0,66,30,8,71.96226084397134,5.0,5.0,5.0,69.54945369538532,0
Emeka Abdullahi,20210700956,Chemistry,400,68.0,,90.0,50,64,9,48.62099656099954,3.0,1.0,2.0,53.23379836572147,0
Chioma Okeke,20231100957,Early Childhood Education,300,44.0,8.0,60.0,73,93,6,73.4205437753326,5.0,5.0,5.0,74.8369649826093,0
Aisha Nwosu,20231100958,Early Childhood Education,100,,6.0,39.0,48,87,9,38.877004688215294,0.0,0.0,0.0,41.6053535277851,1
Aisha Balogun,20220200959,History,400,98.0,2.0,65.0,37,88,6,64.10154446719424,4.0,4.0,4.0,65.12524758224453,0
Ngozi Sanni,20221500960,Geography,100,87.0,1.0,78.0,95,30,9,47.78810326758146,2.0,3.0,2.5,53.42293532281402,0
Aisha Okeke,20211500961,Geography,100,41.0,5.0,99.0,70,32,6,68.78058592793974,4.0,5.0,4.5,67.82035215812336,0
Tunde Olawale,20180300962,Computer Science,400,40.0,9.0,78.0,99,96,9,79.16791329657426,5.0,5.0,5.0,80.65957401190435,0
Aisha Sanni,20230300963,Computer Science,100,79.0,8.0,32.0,90,66,7,88.2400090720817,5.0,5.0,5.0,92.15642789379372,0
Kemi Ogunleye,20181100964,Early Childhood Education,100,99.0,4.0,34.0,55,58,5,64.94715686842146,5.0,4.0,4.5,63.27062877720768,0
Yusuf Ogunleye,20180700965,Chemistry,300,90.0,5.0,90.0,99,62,6,85.52260381916575,5.0,5.0,5.0,88.52391385105582,0
Ibrahim Eze,20211200966,Economics,400,69.0,5.0,55.0,58,90,7,69.11030076625507,3.0,4.0,3.5,69.05438599947205,0
Ade Sanni,20180900967,Educational Management,400,50.0,,34.0,95,33,5,50.26541977225943,3.0,3.0,3.0,46.5607688902563,0
Yusuf Eze,20231200968,Economics,200,67.0,3.0,44.0,48,43,6,57.546515227085045,3.0,4.0,3.5,53.19174649143538,0
Aisha Adeyemi,20200200969,History,100,83.0,5.0,45.0,97,62,7,57.22020322250604,4.0,3.0,3.5,56.94774372237989,0
Aisha Abdullahi,20220600970,Guidance and Counselling,300,51.0,2.0,30.0,87,51,7,71.1103517809393,5.0,5.0,5.0,74.08300714575233,0
Ibrahim Abdullahi,20201100971,Early Childhood Education,100,78.0,1.0,45.0,99,77,7,76.05114344764446,4.0,5.0,4.5,69.81423475274191,0
Ade Eze,20181100972,Early Childhood Education,100,65.0,1.0,66.0,86,32,8,60.94343761487587,4.0,4.0,4.0,61.54478773226241,0
Yusuf Ogunleye,20200600973,Guidance and Counselling,200,52.0,7.0,32.0,66,52,9,50.47423209694281,3.0,3.0,3.0,53.15136350159754,0
Sola Abdullahi,20231300974,Yoruba Education,100,,2.0,81.0,90,97,5,66.94551940043576,5.0,5.0,5.0,63.11166974447217,0
Emeka Abdullahi,20230800975,Mathematics,300,47.0,4.0,76.0,59,50,9,44.76574981072995,2.0,2.0,2.0,42.86384993383994,0
Kemi Sanni,20181400976,Political Science,300,93.0,5.0,42.0,54,72,9,43.22320716603812,0.0,0.0,0.0,44.94030799077108,1
Kemi Sanni,20210300977,Computer Science,200,67.0,7.0,84.0,94,55,9,90.9347418299718,5.0,5.0,5.0,93.48035567199776,0
Ngozi Sanni,20200800978,Mathematics,100,97.0,2.0,50.0,35,70,7,45.122990480531264,1.0,1.0,1.0,49.93528514712837,1
Kemi Sanni,20210400979,Biology,300,69.0,6.0,95.0,47,67,9,44.58154412342161,3.0,1.0,2.0,42.82252171952143,0
Ngozi Eze,20210700980,Chemistry,100,48.0,1.0,83.0,39,40,8,62.96781159154971,4.0,3.0,3.5,60.52108102823517,0
Ade Sanni,20190700981,Chemistry,100,78.0,7.0,56.0,40,58,6,57.4079601076118,3.0,3.0,3.0,62.36601650165763,0
Emeka Adeyemi,20180600982,Guidance and Counselling,100,70.0,9.0,67.0,94,89,7,76.91720448632748,5.0,5.0,5.0,74.65237888778822,0
Tunde Eze,20221500983,Geography,200,97.0,5.0,,94,96,5,79.24954249763066,5.0,5.0,5.0,80.77139902043257,0
Chioma Adeyemi,20230900984,Educational Management,100,60.0,5.0,91.0,81,94,6,48.95396956251078,2.0,0.0,1.0,55.50331413180714,1
Ibrahim Sanni,20231200985,Economics,300,95.0,4.0,75.0,96,90,6,66.57714614956737,5.0,4.0,4.5,68.83527223038593,0
Kemi Okeke,20180300986,Computer Science,100,86.0,3.0,40.0,60,48,6,61.907059099055246,3.0,4.0,3.5,64.25686974986543,0
Chioma Adeyemi,20220800987,Mathematics,300,73.0,9.0,37.0,46,75,9,55.83075567803864,3.0,3.0,3.0,59.66495399233492,0
Yusuf Olawale,20231200988,Economics,100,94.0,5.0,93.0,84,78,9,61.98083971123478,4.0,4.0,4.0,63.5554424448907,0
Ibrahim Okeke,20181500989,Geography,300,70.0,8.0,50.0,65,51,7,42.80951467085704,2.0,0.0,1.0,45.17372587566592,1
Emeka Olawale,20230800990,Mathematics,300,91.0,9.0,92.0,55,86,9,87.23847752769325,5.0,5.0,5.0,86.21070868528136,0
Chioma Okeke,20211100991,Early Childhood Education,100,64.0,5.0,93.0,82,43,9,71.99854244409548,4.0,5.0,4.5,75.47842984461971,0
Ade Ogunleye,20200500992,English Language,100,51.0,9.0,49.0,46,73,9,56.34162820360245,3.0,3.0,3.0,57.58207305124114,0
Emeka Olawale,20201400993,Political Science,300,40.0,2.0,37.0,54,45,7,32.57842636978312,0.0,0.0,0.0,28.144219098005493,1
Sola Nwosu,20230400994,Biology,400,94.0,9.0,,31,41,7,50.670511061183866,3.0,2.0,2.5,51.39934279823631,0
Chioma Ogunleye,20191300995,Yoruba Education,200,61.0,4.0,75.0,34,84,8,63.48816862422491,4.0,4.0,4.0,56.97922437767125,0
Yusuf Ajayi,20220400996,Biology,400,79.0,,60.0,33,80,8,67.71817537426358,5.0,5.0,5.0,69.85991427124017,0
